#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
puyo;Puyo Puyo (World);mame;;1992;Compile / Sega;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
puyobl;Puyo Puyo (World, bootleg);mame;puyo;1992;bootleg;;2;0;joystick (8-way),joystick (8-way);good;1;raster;puyo;;;1;;;;
puyopuy2;Puyo Puyo 2 (Japan);mame;;1994;Compile (Sega license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
puyoda;Puyo Puyo Da! (Japan);mame;;1999;Compile;;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;;6;;;;
puyofevj;Puyo Puyo Fever (Japan) (GDS-0031);mame;puyofev;2003;Sega;;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;puyofev;;chd;6;;;;
puyofevp;Puyo Puyo Fever (prototype ver 0.01);mame;puyofev;2003;Sega;;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;puyofev;;;6;;;;
puyosun;Puyo Puyo Sun (J 961115 V0.001);mame;;1996;Compile;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;;;4;;;;
puzzloopa;Puzz Loop (Asia);mame;puzzloop;1998;Mitchell;;2;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;puzzloop;;;2;;;;
puzzloope;Puzz Loop (Europe, v0.93);mame;puzzloop;1998;Mitchell;;2;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;puzzloop;;;2;;;;
puzzloop;Puzz Loop (Europe, v0.94);mame;;1998;Mitchell;;2;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;skns;;;2;;;;
puzzloopj;Puzz Loop (Japan);mame;puzzloop;1998;Mitchell;;2;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;puzzloop;;;2;;;;
puzzloopk;Puzz Loop (Korea);mame;puzzloop;1998;Mitchell;;2;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;puzzloop;;;2;;;;
puzzloopu;Puzz Loop (USA);mame;puzzloop;1998;Mitchell;;2;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;puzzloop;;;2;;;;
pzloop2;Puzz Loop 2 (Euro 010302);mame;;2001;Mitchell (Capcom license);;2;0;joystick (8-way),dial,joystick (8-way),dial;good;1;raster;;;;1;;;;
pzloop2jr1;Puzz Loop 2 (Japan 010205);mame;pzloop2;2001;Mitchell (Capcom license);;2;0;joystick (8-way),dial,joystick (8-way),dial;good;1;raster;pzloop2;;;1;;;;
pzloop2jd;Puzz Loop 2 (Japan 010226 Phoenix Edition) (bootleg);mame;pzloop2;2001;Mitchell (Capcom license);;2;0;joystick (8-way),dial,joystick (8-way),dial;good;1;raster;pzloop2;;;1;;;;
pzloop2j;Puzz Loop 2 (Japan 010226);mame;pzloop2;2001;Mitchell (Capcom license);;2;0;joystick (8-way),dial,joystick (8-way),dial;good;1;raster;pzloop2;;;1;;;;
pbobble;Puzzle Bobble (Japan, B-System);mame;;1994;Taito Corporation;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
pbobblen;Puzzle Bobble / Bust-A-Move (Neo-Geo, NGM-083);mame;;1994;Taito;;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;;4;;;;
pbobblenb;Puzzle Bobble / Bust-A-Move (Neo-Geo, bootleg);mame;pbobblen;1994;bootleg;;2;0;joystick (8-way),joystick (8-way);good;1;raster;pbobblen;;;4;;;;
pbobble2j;Puzzle Bobble 2 (Ver 2.2J 1995/07/20);mame;pbobble2;1995;Taito Corporation;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;pbobble2;;;4;;;;
pbobble2o;Puzzle Bobble 2 (Ver 2.2O 1995/07/20);mame;pbobble2;1995;Taito Corporation Japan;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;pbobble2;;;4;;;;
pbobble2;Puzzle Bobble 2 (Ver 2.3O 1995/07/31);mame;;1995;Taito Corporation Japan;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;;
pbobble2x;Puzzle Bobble 2X (Ver 2.2J 1995/11/11);mame;pbobble2;1995;Taito Corporation;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;pbobble2;;;4;;;;
pbobble3u;Puzzle Bobble 3 (Ver 2.1A 1996/09/27);mame;pbobble3;1996;Taito Corporation;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;pbobble3;;;4;;;;
pbobble3j;Puzzle Bobble 3 (Ver 2.1J 1996/09/27);mame;pbobble3;1996;Taito Corporation;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;pbobble3;;;4;;;;
pbobble3;Puzzle Bobble 3 (Ver 2.1O 1996/09/27);mame;;1996;Taito Corporation;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;;
pbobble4u;Puzzle Bobble 4 (Ver 2.04A 1997/12/19);mame;pbobble4;1997;Taito Corporation;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;pbobble4;;;4;;;;
pbobble4j;Puzzle Bobble 4 (Ver 2.04J 1997/12/19);mame;pbobble4;1997;Taito Corporation;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;pbobble4;;;4;;;;
pbobble4;Puzzle Bobble 4 (Ver 2.04O 1997/12/19);mame;;1997;Taito Corporation;;4;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;;
puzzledp;Puzzle De Pon!;mame;;1995;Visco;;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;;4;;;;
uopoko;Puzzle Uo Poko (International);mame;;1998;Cave (Jaleco license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
uopokoj;Puzzle Uo Poko (Japan);mame;uopoko;1998;Cave (Jaleco license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;uopoko;;;3;;;;
mushitama;Puzzle! Mushihime-Tama (2005/09/09 MASTER VER);mame;mushitam;2005;Cave (AMI license);;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;mushitam;;;4;;;;
mushitam;Puzzle! Mushihime-Tama (2005/09/09.MASTER VER);mame;;2005;Cave (AMI license);;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;;
joyjoy;Puzzled / Joy Joy Kid (NGM-021 ~ NGH-021);mame;;1990;SNK;;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;;4;;;;
puzzli2;Puzzli 2 / Pao Pao Yu (ver. 100);mame;;1999;IGS (Metro license);;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;pgm;;;4;;;;
puzzli2s;Puzzli 2 Super / Pao Pao Yu Super (ver. 200);mame;puzzli2;2001;IGS (Metro license);;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;puzzli2;;;4;;;;
qbertj;Q*bert (Japan);mame;qbert;1982;Gottlieb (Konami license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;qbert;;;;;;;
qbert;Q*bert (US set 1);mame;;1982;Gottlieb;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;;;;;
qberta;Q*bert (US set 2);mame;qbert;1982;Gottlieb;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;qbert;;;;;;;
qberttst;Q*bert (early test version);mame;qbert;1982;Gottlieb;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;qbert;;;;;;;
qbertqub;Q*bert's Qubes;mame;;1983;Mylstar;;1;270;joystick (8-way);imperfect;1;raster;;;;;;;;
qix;Qix (Rev 2);mame;;1981;Taito America Corporation;;2;270;joystick (4-way),joystick (4-way);good;1;raster;;;;2;;;;
qixb;Qix (set 2, larger roms);mame;qix;1981;Taito America Corporation;;2;270;joystick (4-way),joystick (4-way);good;1;raster;qix;;;2;;;;
qixa;Qix (set 2, smaller roms);mame;qix;1981;Taito America Corporation;;2;270;joystick (4-way),joystick (4-way);good;1;raster;qix;;;2;;;;
qixo;Qix (set 3, earlier);mame;qix;1981;Taito America Corporation;;2;270;joystick (4-way),joystick (4-way);good;1;raster;qix;;;2;;;;
qix2;Qix II (Tournament);mame;qix;1981;Taito America Corporation;;2;270;joystick (4-way),joystick (4-way);good;1;raster;qix;;;2;;;;
kovqhsgs;Quanhuang Sanguo Tebie Ban (bootleg of Knights of Valour Super Heroes, V303CN, Nov 21 2008 19:03:49);mame;kovsh;2008;bootleg;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;kovsh;;;4;;;;
hotdebut;Quiz de Idol! Hot Debut (Japan);mame;;2000;MOSS / Psikyo;;4;0;only_buttons,only_buttons,only_buttons,only_buttons;good;2;raster;;;;4;;;;
rtypejp;R-Type (Japan prototype);mame;rtype;1987;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rtype;;;4;;;;
rtypej;R-Type (Japan);mame;rtype;1987;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rtype;;;4;;;;
rtypem82b;R-Type (Japan, bootleg M82 conversion);mame;rtype;2009;bootleg;;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;rtype;;;4;;;;
rtypeu;R-Type (US);mame;rtype;1987;Irem (Nintendo of America license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;rtype;;;4;;;;
rtypeb;R-Type (World bootleg);mame;rtype;1987;bootleg;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rtype;;;4;;;;
rtype;R-Type (World);mame;;1987;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;;
rtype2j;R-Type II (Japan);mame;rtype2;1989;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rtype2;;;4;;;;
rtype2m82b;R-Type II (Japan, bootleg M82 conversion);mame;rtype2;1997;bootleg;;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;rtype2;;;4;;;;
rtype2jc;R-Type II (Japan, revision C);mame;rtype2;1989;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rtype2;;;4;;;;
rtype2;R-Type II (World);mame;;1989;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;;
rtypeleoj;R-Type Leo (Japan);mame;rtypeleo;1992;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rtypeleo;;;2;;;;
rtypeleo;R-Type Leo (World);mame;;1992;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
radrj;Rad Rally (Japan);mame;radr;1991;Sega;;1;0;paddle,pedal;imperfect;1;raster;radr;;;1;;;;
radru;Rad Rally (US);mame;radr;1991;Sega;;1;0;paddle,pedal;imperfect;1;raster;radr;;;1;;;;
radr;Rad Rally (World);mame;;1991;Sega;;1;0;paddle,pedal;imperfect;1;raster;;;;1;;;;
rsgun;Radiant Silvergun (JUET 980523 V1.000);mame;;1998;Treasure;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;;;4;;;;
radradj;Radical Radial (Japan);mame;radrad;1983;Logitec Corp.;;2;0;joystick (8-way),joystick (8-way);good;1;raster;radrad;;;2;;;;
radrad;Radical Radial (US);mame;;1982;Nichibutsu USA;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
rotdh;Rage of the Dragons (NGH-2640?);mame;rotd;2002;Evoga / Playmore;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rotd;;;4;;;;
rotd;Rage of the Dragons (NGM-2640?);mame;;2002;Evoga / Playmore;;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;;4;;;;
raidenk;Raiden (Korea);mame;raiden;1990;Seibu Kaihatsu (IBL Corporation license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;;;2;;;;
raidenkb;Raiden (Korea, bootleg);mame;raiden;1990;bootleg;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;;;2;;;;
raidenm;Raiden (Modular System);mame;raiden;1990;bootleg (Gaelco / Ervisa);;2;270;joystick (8-way),joystick (8-way);preliminary;1;raster;raiden;;;2;;;;
raident;Raiden (Taiwan);mame;raiden;1990;Seibu Kaihatsu (Liang HWA Electronics license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;;;2;;;;
raidenu;Raiden (US set 1);mame;raiden;1990;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;;;2;;;;
raidenua;Raiden (US set 2, SEI8904 hardware);mame;raiden;1990;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;;;2;;;;
raidenub;Raiden (US set 3, newer hardware);mame;raiden;1990;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;;;2;;;;
raiden;Raiden (set 1);mame;;1990;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
raidena;Raiden (set 2);mame;raiden;1990;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;;;2;;;;
raidenb;Raiden (set 3, newer hardware);mame;raiden;1990;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden;;;2;;;;
raidendxch;Raiden DX (China);mame;raidendx;1994;Seibu Kaihatsu (Ideal International Development Corp license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;;;3;;;;
raidendxg;Raiden DX (Germany);mame;raidendx;1994;Seibu Kaihatsu (Tuning license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;;;3;;;;
raidendxnl;Raiden DX (Holland);mame;raidendx;1994;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;;;3;;;;
raidendxa1;Raiden DX (Hong Kong, set 1);mame;raidendx;1994;Seibu Kaihatsu (Metrotainment license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;;;3;;;;
raidendxa2;Raiden DX (Hong Kong, set 2);mame;raidendx;1994;Seibu Kaihatsu (Metrotainment license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;;;3;;;;
raidendxj;Raiden DX (Japan, set 1);mame;raidendx;1994;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;;;3;;;;
raidendxja;Raiden DX (Japan, set 2);mame;raidendx;1994;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;;;3;;;;
raidendxk;Raiden DX (Korea);mame;raidendx;1994;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;;;3;;;;
raidendxpt;Raiden DX (Portugal);mame;raidendx;1994;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;;;3;;;;
raidendx;Raiden DX (UK);mame;;1994;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
raidendxu;Raiden DX (US);mame;raidendx;1994;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raidendx;;;3;;;;
rdft2;Raiden Fighters 2 - Operation Hell Dive (Germany);mame;;1997;Seibu Kaihatsu (Tuning license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
rdft2a;Raiden Fighters 2 - Operation Hell Dive (Hong Kong);mame;rdft2;1997;Seibu Kaihatsu (Metrotainment license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft2it;Raiden Fighters 2 - Operation Hell Dive (Italy);mame;rdft2;1997;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft2j;Raiden Fighters 2 - Operation Hell Dive (Japan set 1);mame;rdft2;1997;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft2ja;Raiden Fighters 2 - Operation Hell Dive (Japan set 2);mame;rdft2;1997;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft2jb;Raiden Fighters 2 - Operation Hell Dive (Japan set 3);mame;rdft2;1997;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft2jc;Raiden Fighters 2 - Operation Hell Dive (Japan set 4);mame;rdft2;1997;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft2aa;Raiden Fighters 2 - Operation Hell Dive (Korea);mame;rdft2;1997;Seibu Kaihatsu (Dream Island license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft2s;Raiden Fighters 2 - Operation Hell Dive (Switzerland);mame;rdft2;1997;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft2t;Raiden Fighters 2 - Operation Hell Dive (Taiwan);mame;rdft2;1997;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft2u;Raiden Fighters 2 - Operation Hell Dive (US);mame;rdft2;1997;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft2us;Raiden Fighters 2 - Operation Hell Dive (US, single board);mame;rdft2;1997;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rdft22kc;Raiden Fighters 2 - Operation Hell Dive 2000 (China, SYS386I);mame;rdft2;2000;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rdft2;;;2;;;;
rfjet;Raiden Fighters Jet (Germany);mame;;1998;Seibu Kaihatsu (Tuning license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
rfjetj;Raiden Fighters Jet (Japan);mame;rfjet;1998;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;;;2;;;;
rfjeta;Raiden Fighters Jet (Korea);mame;rfjet;1998;Seibu Kaihatsu (Dream Island license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;;;2;;;;
rfjett;Raiden Fighters Jet (Taiwan);mame;rfjet;1998;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;;;2;;;;
rfjetu;Raiden Fighters Jet (US);mame;rfjet;1998;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;;;2;;;;
rfjets;Raiden Fighters Jet (US, single board);mame;rfjet;1999;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;;;2;;;;
rfjetsa;Raiden Fighters Jet (US, single board, test version?);mame;rfjet;1999;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;;;2;;;;
rfjet2kc;Raiden Fighters Jet 2000 (China, SYS386I);mame;rfjet;2000;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;rfjet;;;2;;;;
raiden2f;Raiden II (France);mame;raiden2;1993;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2g;Raiden II (Germany);mame;raiden2;1993;Seibu Kaihatsu (Tuning license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2nl;Raiden II (Holland);mame;raiden2;1993;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2hk;Raiden II (Hong Kong);mame;raiden2;1993;Seibu Kaihatsu (Metrotainment license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2i;Raiden II (Italy);mame;raiden2;1993;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2j;Raiden II (Japan);mame;raiden2;1993;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2es;Raiden II (Spain);mame;raiden2;1993;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2sw;Raiden II (Switzerland);mame;raiden2;1993;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2;Raiden II (US, set 1);mame;;1993;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
raiden2u;Raiden II (US, set 2);mame;raiden2;1993;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2eg;Raiden II (easier, Germany);mame;raiden2;1993;Seibu Kaihatsu (Tuning license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2ea;Raiden II (easier, Japan);mame;raiden2;1993;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2e;Raiden II (easier, Korea);mame;raiden2;1993;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2eua;Raiden II (easier, US set 1);mame;raiden2;1993;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2eu;Raiden II (easier, US set 2);mame;raiden2;1993;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2eup;Raiden II (easier, US, prototype? 11-16);mame;raiden2;1993;Seibu Kaihatsu (Fabtek license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2k;Raiden II (harder, Korea);mame;raiden2;1993;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
raiden2dx;Raiden II (harder, Raiden DX hardware, Korea);mame;raiden2;1993;Seibu Kaihatsu;;2;270;joystick (8-way),joystick (8-way);good;1;raster;raiden2;;;2;;;;
stratof;Raiga - Strato Fighter (US);mame;;1991;Tecmo;;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
rallyxa;Rally X;mame;rallyx;1980;Namco;;2;0;joystick (4-way),joystick (4-way);imperfect;1;raster;rallyx;;;1;;;;
rallyx;Rally X (32k Ver.?);mame;;1980;Namco;;2;0;joystick (4-way),joystick (4-way);imperfect;1;raster;;;;1;;;;
rallyxm;Rally X (Midway);mame;rallyx;1980;Namco (Midway license);;2;0;joystick (4-way),joystick (4-way);imperfect;1;raster;rallyx;;;1;;;;
rallyxmr;Rally X (Model Racing bootleg);mame;rallyx;1980;bootleg (Model Racing);;2;0;joystick (4-way),joystick (4-way);imperfect;1;raster;rallyx;;;1;;;;
ikariram;Rambo 3 (bootleg of Ikari, Joystick hack);mame;ikari;1986;bootleg;;2;270;joystick (8-way),joystick (8-way);good;1;raster;ikari;;;2;;;;
rambo3;Rambo III (Europe);mame;;1989;Taito Europe Corporation;;2;0;joystick (8-way),trackball,joystick (8-way),trackball;good;1;raster;;;;2;;;;
rambo3p;Rambo III (Europe, Proto?);mame;rambo3;1989;Taito Europe Corporation;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rambo3;;;2;;;;
rambo3u;Rambo III (US);mame;rambo3;1989;Taito America Corporation;;2;0;joystick (8-way),trackball,joystick (8-way),trackball;good;1;raster;rambo3;;;2;;;;
rampage2;Rampage (Rev 2, 8/4/86);mame;rampage;1986;Bally Midway;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;rampage;;;2;;;;
rampage;Rampage (Rev 3, 8/27/86);mame;;1986;Bally Midway;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
rmpgwt11;Rampage: World Tour (rev 1.1);mame;rmpgwt;1997;Midway;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;rmpgwt;;;3;;;;
rmpgwt;Rampage: World Tour (rev 1.3);mame;;1997;Midway;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
rampartj;Rampart (Japan, Joystick);mame;rampart;1990;Atari Games;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rampart;;;2;;;;
rampart2p;Rampart (Joystick, bigger ROMs);mame;rampart;1990;Atari Games;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;rampart;;;2;;;;
rampart2pa;Rampart (Joystick, smaller ROMs);mame;rampart;1990;Atari Games;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;rampart;;;2;;;;
rampart;Rampart (Trackball);mame;;1990;Atari Games;;3;0;trackball,trackball,trackball;good;1;raster;;;;2;;;;
rastanu;Rastan (US Rev 1);mame;rastan;1987;Taito America Corporation;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;;;2;;;;
rastanua;Rastan (US);mame;rastan;1987;Taito America Corporation;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;;;2;;;;
rastanub;Rastan (US, Earlier code base);mame;rastan;1987;Taito America Corporation;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;;;2;;;;
rastan;Rastan (World Rev 1);mame;;1987;Taito Corporation Japan;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
rastana;Rastan (World);mame;rastan;1987;Taito Corporation Japan;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;;;2;;;;
rastanb;Rastan (World, Earlier code base);mame;rastan;1987;Taito Corporation Japan;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rastan;;;2;;;;
raystormu;Ray Storm (Ver 2.05A);mame;raystorm;1996;Taito;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;raystorm;;;3;;;;
raystormj;Ray Storm (Ver 2.05J);mame;raystorm;1996;Taito;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;raystorm;;;3;;;;
raystormo;Ray Storm (Ver 2.05O);mame;raystorm;1996;Taito;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;raystorm;;;3;;;;
raystorm;Ray Storm (Ver 2.06A);mame;;1996;Taito;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;coh1000t;;;3;;;;
rbff2k;Real Bout Fatal Fury 2 - The Newcomers (Korean release);mame;rbff2;1998;SNK;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rbff2;;;4;;;;
rbff2h;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (NGH-2400);mame;rbff2;1998;SNK;;2;0;joystick (8-way),joystick (8-way);good;1;raster;rbff2;;;4;;;;
